address,mav_amount
0xd1ccca84d35d1a30676ad544659f023d922408b9,396734
0xa94ff70796c104d2db9aadb6f923d0c144385c7f,372801
0x560f8e0c3bf97fc3a76af8fc1df4dd2025640bf4,372251
0xf8b39038a33a3477c0b77918fda5e709073aea86,372911
0x696ac57a51b948a8f71e2b295823a439fc1678ac,372801
0x89425da431683a8db2b6bcbf8a35411adb104859,372856
0x0e7518b332f469a6a2f59e690f225cef5157cca9,396679
0x1ce2bd2b911f854bdfa9228088c549c41230ba67,373022
0x3e3588fd32784041825eb9baa81700d1164ee22f,396679
0x938bf2b8a7e40472d846e50b8ffe763a0fc749d4,372526
0xb6e2b0906e537bacb4c2c9a39fe0fbe7f1b9bb5b,396734
0x8da55055250e6f54a84dc1799993fc3257c98ddf,372967
0xe3a4627e7b52118c5c48f75ce781433927cc2c98,373132
0x99901ec3cf5bd76890e85e32ec3571421a304292,396734
0x403885d8c8c87cdc8e9688db4448a662a90e6849,372636
0x54ae4d1db60b5d4e89861897784b25a7ec329afe,373022
0x683b290c83ac6d466fcc9453e2b25b79f19f7bac,396734
0xb2087cbc97e5183d47581e55d55547dfcfb9db6f,396679
0x52ef83e77243970e74680fc5814d4a7b984d4b89,372856
0xe9f4dd36dab3212e92f89dc474e6f6f1a87252da,396734
0xd54f13ef6775aec76c172b00650a5ac45ae44675,396734
0x7094cc126fe9792734474134d8cc50715281f831,396679
0xb5f708526f3aab4abc7efec8f4d1bb36d73f4d48,373132
0x287bdf8c332d44bb015f8b4deb6513010c951f39,396734
0xe3b19ab11402c55f9b636e3602b722549c82c2a0,373187
0x3bffe09239a9c6f8edd82bd492e8fc5e33bef2fb,373132
0x67b9cc6bb053e7e1325d9b6ef6cc0b482f635a95,396734
0x88451864d58847ffdfed2e051a57916ed335d75b,373022
0xf70af5cc83b000286dd1fbf09c4cdba46492a0b2,373187
0x0accaabab9a5e43b7ea9a03f92b6b379ab33f608,372746
0xa993a9e1092b052e1315c5090f3120af6e0184c3,372801
0x3a63717548f60eec71bfe86eec55cb1ba1f554ab,373187
0xa4899a8d9d275e62ca7920dc00b3fda391d71acc,396734
0x2618f4c64805526a3092d41f25597ccfe4dd8216,373022
0x00bd2cb4ae3c879c9a3b3404639e0f6838b827c6,396679
0x816bbd6e8ac394f3e5a534f6ea56d2875abb0612,372856
0xa5cb7cb866b09606b6f18e6968bc6a2264030e2c,372691
0x6eb78c43f3646085279518a3b708755b10a38776,372196
0xfa0e3f0280cf22799be36bd7f258acff76423026,396679
0x14ce32f665b432bfe224419bf1f34b008d38e472,372911
0x0bf61023640b5ffa269ebaba895cc3662793a4c9,396734
0xaf33e26968cd7113eafe1d46e02ba12e10884066,373077
0x887e9c939a7077d81c73d99b577ca641f6cd1af1,372801
0x7eb84e42059f0d44269c50f4d3a280fd307a6824,396679
0xe75f15e586e60f25051d3ea43c50a4eee5ee2bf2,372691
0x1cdab095c98e7759130b096a1a9d92da2a791c60,372636
0x38098d0b79216263c6427ce6e6dcf4e57a88441c,373132
0x452cdb16371af18faec8f4783266b176098cae0c,396734
0x85ed153cd04a8559e4338a9e7e5ac22bca297f06,396679
0x654b9c69c7750d0deb74b782aa29851ec4ef34d1,372967
0xba0111f5ec1b6f2f092e9730f5f64840f3b42c95,396734
0x105e025b92fafd3aaa39f45a14d84b29849e779f,396734
0xf70820885c6e48c18e61c72c7bb0380456f6ea4c,396734
0x472ff0a409b9d62d53ef37eb208a0bc9472997b8,373187
0x059dcb77209e03675ab10958afd25bf9a80629af,396679
0x92a937f0f7b074cdc8bd1093088fe68555e53c00,373022
0x601729acddb9e966822a90de235d494647691f1d,372856
0x3e823c34d5d52a1ca41a0723c4db9aba90783641,372746
0xdc070db8a3ef9c26e16eedae0b21f0d1db7bab5b,396679
0x5dcf88c77d449b3da545e1c3f31403cfcdbe1c10,396679
0xa149c9db56e57a50d86b93840af02a938612c5de,372856
0x117c00ff88579030ed36be40d72693c1b595ea44,396734
0x282d656a9d95c64522f6bc1a42ee759de81e8dc0,373187
0x8b4a2e58b4718d4dfd1ce2e0c8e76b6bccaa6ce8,396734
0x94f374bd6f5df3ee02e4438eba49ad8767d029b1,396734
0x798de6f7df516074c8ebc2c7f2d8a10ed82f9627,396679
0x490b102519a09e7a1eaa056745f32e1f35fadcd7,396734
0x82f23b68b62e3c6babf0c6cdda960cb91302654d,396679
0x6757b9e9a888b2ed5c490d99a202240bbaee34bb,396734
0xd84f13bb7c5ab4a68d62d275596be6b4fc56ed72,396679
0xfd78a6a56fa78da1f185fe5cda6b7c19de2c4e1e,396734
0xb366193c7477c6a154ef282ef3a236563356603f,372911
0xb4f842de826d49f22671a1bcfa2c1b0edd77587e,372361
0xeea57f2c107f01dd654ae5538875ed08eb9298c7,373132
0xd31433d53be2c070c8a9d4f6d2420c07926ba392,373022
0x415313d949570f626ee15574d535e77bb6f2da0f,396734
0xd24e0a25b7a581d1adadd30c14b009047890e6f2,372801
0xc552d590393bbc053300f71e80d69d646542df7d,372801
0x6a8cf6471991993c173b36473df472d9ae5be8cd,372526
0x9ce9cbfd3ded8b0597ba6d750557f21bd2713c6f,396679
0xa2b616e7e57ba3c6f17912485e12d1a092cad358,396679
0xc172f1f615d002dd073a3fa44c25ebec8c76ac87,372251
0x02a298c6b33b6505e15faacf4f52ffcf1c43d4b7,396679
0x5291ddf46d13608d8092b194b869a20bd52ba476,396734
0xa2adff4401813bc9bddca5011c7dcca6b646055b,373022
0x415a756fcde75410df819f34d220f9637bc03c89,373077
0x2057073725439618e0dfd9d5b6c806e1552922d4,396734
0xeeaf61935c0c48f8f8cc28c381683d7fa2f75e1c,372856
0x0eb6f43b3d8d44ec781c7db0984c395f28129c00,396679
0x229aa551698bb732b22b6f772a4790c318c9d005,373187
0xa5a128063929cbdf1c0d6c82523e1f6d30a0e10f,373132
0x47cfdf6840b509b85195e155caa3fc6bd128bef0,396734
0x909965abc6f78020df274ec2d80a3dee10e66220,396679
0x67a828fcdcace3500e3e0600f3bad22137100630,396734
0x1668fc1d0120bc4c2fb1af488d4755fe32bf1a66,372416
0x43fe0dec1dab7faa70fa8ddec3faa1cd0af12a8e,396734
0xc91d86696a28c14adf5050f2eb3634ca9feeb30f,396679
0x3d6b7231e29e32402e2b65db0ee261d7f7e33164,372471
0x9fc5b9d787396bacf5125a5759c33b010f54bd9a,396734
0x36341d21851db915663463bc058b8e150ee9a358,396679
0xd156643c1962fe2c20b5edbe3ece5e1d74f5b6da,396679
0xc2a54035abce9fa43e2de7df3df7448ac385b6b7,396679
0x594ed75dffb0473079915f2dfc0a0a6bae2a9003,372416
0x13c0b8e9edd889e7ec93db4dd26e98fd87aaf676,396679
0x85a2ed449277d2dbdaabaffd848b8daf64a12e99,373077
0xa2c62a66f6660166838b95db60f234dfb59e765e,373077
0x460ca99ae173f4bb16f9ebc21f974cdcdc599a67,373132
0xb8cb8c9cd84542c2d80a19a3fc0528d3ef3f60b5,372636
0xff6c422c6e9a53200798a771f25b72b96d4eca64,396734
0xe61b5382389ce9858e4297a32cd5cacf14e14d81,372196
0x312c72e52ad93086a6bae755f58907cca309d033,396679
0x2e690a44d237e5378a496892d49a62896c991580,396734
0xb5cbe28f9ec51bd208cd7fecd0b71b4d86f77a77,396734
0x4e190b3d31d96e0cd11a1520185a77b57a0182f2,396734
0x1ae4f1a178abfc6b7c90da19917676b82c698e4b,396734
0xf648e51492c409cad8f6b44756c0ee895d71daf6,396734
0xbc36bdf896dba643ee4b06e8b4562eddd4bd5b6a,396734
0x6c95d798b5555467be86e6afffee3216490d9ad6,372636
0x9a301268629f8ae108754b31d1c6b6625ecf7987,396679
0xf824a58c6c0b340184364180f5c8f98b350e0ea8,396679
0x7dbf85de9ee45327c243bf74f1e85309cab12441,372746
0xa1e7e1fd80cf464e564a759d6a7cc5a7ad1d424c,373077
0x81d09590ec8c832d107129ffc25ee9607942be5f,396679
0x6de3e46cce02a39d74e55eb8d23e5b175cab882a,372636
0xccdb97a802280af0ecc2bc1d60f04a4f79c43214,396734
0x56b6cfda13a7a9a2e0fff9e583397c942cfbd0e6,396734
0xd2765265aa0ab73e31c6cf052d6b2139c34306d7,373187
0x83b6f0924a20cda59266de250e42fff852588bec,373132
0x2f64cd5156cd7263e158049720ad4d591f2c26df,396679
0xd730dc165336ff026b609c35c12090d161745486,396734
0xb4182dd4dd442cf8508453bb1fc04b44351fb485,372526
0xe0356df70d6a57b70138e4e360a668b2a62886e8,396679
0xa9ad7501e9d1b790667574e5c89ffb4a9fdc749e,396679
0xcdf62c213a5d35844673a39b375641dc86c68971,373022
0xde3f48ae85dbb988494c4d480bec5dea092fe209,372911
0x09475262c6a1ffbedd480d2a15f35f978aaaac38,396734
0x7e32fe4f6e5088716726fd63fe823135531dd499,372416
0x97334f404b73271295371ad64b48de8fff2eb992,372636
0x36fdb65d2d484b036ade6a2a418b05da0c848f1b,372471
0x2436406935d93997ecd917d9ee7c381eda024315,372911
0xc5b28db20980228bd423e265ee3045352d9bb5f6,373077
0x9a22a348cb3d4be207aec0d45267671cd68ae2f9,396679
0x870bac5b4e1de2167e09ef2585afa9db8224f807,372801
0x1306e209951b1bbb150eddd894b7ebdf29fd0066,396679
0x44c8424c551632624de756f321e6f46be4725f82,396679
0xbe536db3e45803032e8d875494fe87bd9bee1611,372691
0x90c9c223e0929e2abb806ff68693c2abb04128fe,372636
0x9be85fabd144bca1acdf2b5e074cfbfbeb2855a3,396734
0xf25a720bd5561475c4613b3f58f25ed6c806339c,396734
0x765b55b0332237478870d1cb8d7ccb48f835730c,396679
0x279e0f5aac1278e81deb923d6eea5f9f46a4e2c4,396679
